,airbnb_property_id,latitude,longitude,address,review_date,review_text,id,member_since,first_name,country,state,city,description
70,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-04-01,"Lovely stay at Bertrands. Room was perfect, clean, tidy and spacious. Only stayed for 2 nights as was just stopping on the way through for Disney but I would not hesitate to stay here again. Highly recommended ",14572773,2014-04-01,Laura, United Kingdom,,Petersfield,"Hi. Im Laura. Looking to see the world and meet everyone I can. Ive been to university and gained a degree in Archaeological and Forensic Science. Since then I have worked on a beach, as a sandwich wagon driver, as a taxi driver and am now a postwoman. Haven't found my calling in life yet and hoping that by discovering new places, I finally discover myself. Im off to Thailand in September for 6 weeks with a friend to ease me in gently and then next year hoping to hit the US and Canada for a year"
71,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-04-01,Awesome experience! Place was super clean and very comfortable. Bertrand is a very nice and welcoming host.,62145931,2016-03-01,Armaan And Asma, United States, Texas,Dallas,
72,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-03-01,"PROS: The room is exactly as pictured, immaculately clean and has great closet/drawer space. The mini fridge and microwave are a great added touch! I wasn't able to check in until 9pm and Bertrand accommodated the last minute change.  Also, my departing flight was delayed and Bertrand allowed me to hang out in the common area for an extra hour before heading to the airport which was nice. 

CON: This is majority my fault for not fully expanding ""house rules"" but in short, I kinda felt like I was living in a college dorm all over again. ""No being on the patio after 7p, no cooking after 9p, only wash clothes between 10am-6pm"" seems extreme for adults. I'm not a noisy person by any means but felt like I was walking on eggshells so just be sure to read the ENTIRE listing before you book. 

Also: there's a $10 charge to do laundry if you don't stay 7 days, which I paid for the convenience but just be mindful as that seems excessive for a single load of clothes. 

Overall, you can't beat this place for the price and location (close to LAX). If you want a quiet place to sleep/relax it's perfect. However, if you want the freedom to truly make yourself at home this place may not be the best fit. I was always hyper aware that I was in someone else's space which made it hard to feel at ease. ",19000763,2014-07-01,Sheronda, United States, New York,New York,I'm a Florida native who spent the past 8 years in NYC and looking to relocate to Los Angeles full time. I work in television production and LOVE music and travel. I enjoy a great meal but am not the best cook so always looking for great restaurant recommendations :)
73,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-03-01,"This was an excellent location and stay!!  The house was easy to find and I really liked how much effort was put into preparing the space for the guest.  Bertrand's room was basically a hotel room, private, comfortable, immediately relaxing.  I really appreciated the hospitality and extra effort he puts into greeting the guest and making sure everything goes smoothly!!",27650008,2015-02-01,Fred, United States, California,Oakland,
74,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-02-01,Bertrand is great host!! He is so kind and responsible. And the room was so clean and comfortable. I strongly recommand to other visitors. :) Thanks Bertrand. ,36919467,2015-06-01,Kisuk, South Korea,,Seoul,
75,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-02-01,"Bertrand and Tony were very accommodating, pleasant to engage with and helpful when something was needed. The room and bathroom were clean and the microwave and fridge were unique among my AirBnB stays (a very welcome feature). I was comfortable during my stay and would consider revisiting for future stays in Los Angeles.   ",31236125,2015-04-01,Nelson, United States, Illinois,Chicago,
76,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-01-01,"Bertrand was a great host! The listing in 100% accurate, and the room appears just as it does in the photo. A good size, nice and comfortable, private, and the house itself is in a good location right off of 2 main freeways. 

Bertrand, or BJ as he had me call him, is friendly, welcoming, and helpful. It was a quiet stay and a quick trip, but I had everything I needed at all times, so I definitely recommend it anyone looking for a nice place to stay in LA! ",51413678,2015-12-01,Gabriele, United States, California,Oakland,
77,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2016-01-01,"Bertrand accommodated me at a late night and I was able to head to bed immediately after. I was not able to interact with Bertrand much because of my schedule but the very few times we did, he seemed nice and understanding. I greatly appreciated my host even though I may have seemed like a ghost. I'll be considering this place on my future visits.",35103271,2015-06-01,Hugo, United States, California,Santa Ana,
78,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-11-01,"Tony was a great and respectful host. Although my stay was short he was very helpful with providing places to eat,  and routes to take. I had fresh towels and the bathroom to myself. The surrounding neighborhood appears rough but you will find this place to be completely cozy and well renovated from the inside. Also there is parking right out front which was extremely accomodating.  Would reccomend this stay to anyone. Thanks again! ",27125752,2015-02-01,Shantel, United States, District of Columbia,Washington,
79,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-10-01,"Bertrand is a very nice host. He speak French too, make it easier for a French Canadian like me. Always available to answer to my questions. The room was very clean and convenient. Of course, at this cheap price, it's not the best area of L.A, I have to admit. But even as a woman travelling along, I felt safe. I rent a car and it was very easy to park on the street. It was a room perfect for my simply needs. I had very busy days, was there for a 4 days conference at the convention center, and drive was easy to go there. Sometimes, I had to come back at 2 am (Tony Robins event : intense!!!) and he didn't make me feel bad about coming that late.  Bertrand is a very nice host. ",46866287,2015-10-01,Cindy, Canada,,Montreal,
80,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-10-01,"Bertnard is such a nice host. It's their home, but Bertnard and his family will give such a good, welcoming, noninvasive, privacy and accepting feeling.
The room is clean. The bedsheets washed well. The restrooms and shower is very  clean. 
Can be little hot, but the ceiling fan does the job ok. 
It's a good room to stay, not just for sleeping the night.",11825217,2014-02-01,Barak, United States, New York,New York,
81,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-10-01,My stay was very pleasant. Room is clean and private. Hosts are very nice and welcoming. I would stay here again if needed. ,15347141,2014-05-01,Jessica, United States, California,Calexico,
82,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-09-01,Great stay. Clean room. Very nice. ,5422821,2013-03-01,Chen, United States, Colorado,Boulder,Chemical Engineer
83,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-08-01,"Listing description is very accurate. Place is very clean, quiet and well organized. It has everything one needs. Indeed it felt like home.
Bertrand is an awesome host. Very helpful and friendly.
Definitely recommended!",21782109,2014-09-01,Ansab, United States, California,San Diego,
84,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-07-01,I enjoyed my stay at Just Like Home.  I travel to LA often and will stay again in the future. Thank you Bertrand!,34199177,2015-05-01,Mark, United States, California,Granite Bay,"College professor, retired police lieutenant, doctoral student, family man, community volunteer. I travel mainly for educational purposes. Non-smoker, non-drinker, a really boring person according to my family. I enjoy working on classic cars (60s & 70s). #StudentSucess"
85,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-07-01,"Bertrand is one of the nicest and most accommodating hosts that I've ever had on Airbnb, and the booking process with him was very easy, and he always answered all of our questions, and even accommodated our late arrival. We were really lucky to book Bertrand's place, because we were looking for a nice and affordable place that was close to downtown Los Angeles, and his place was just right and the perfect distance from DTLA. Also, we had many wonderful conversations, both in English and French, and Bertrand was generous with his time and shared a lot of his insights with us. Merci Bertrand, and hopefully in the future, we will stay at your place again. ",117003,2010-05-01,Robert, United States, California,Santa Barbara,"I was in raised in Santa Barbara and have lived here on and off for the past 29 years. I work in sports and entertainment, and have worked and lived in Los Angeles, Toronto, New York City and London. I travel a lot for work, way more than I would like actually, but I do enjoy being in different cities and meeting different people. Also, I love hosting people in my hometown and sharing with them the best local spots and all the wonderful attractions in Santa Barbara. Safe travels everyone!"
86,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-07-01,"Very comfortable, clean, & quiet room. The accommodations were wonderful. I highly recommend Bertrand who is an outstanding host.",19991442,2014-08-01,Umberto, United States, California,Los Angeles,
87,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-07-01,We had a wonderful time in this house. Everything was clean and well organised. Bertrand is a nice host and good for communications. ,33308553,2015-05-01,Sacha, Switzerland,,Bolligen,
88,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-07-01,"Thanks a lot Bertrand, it was all good! 

Take care, Mig. ",35934280,2015-06-01,Huashui, Hong Kong,,Kowloon,
89,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-07-01,"The room is exactly as pictured, with a mini fridge!
Bertrand and Tony are great! hosts, very easy to talk to.
Would stay there again.",836799,2011-07-01,Rafael, Brazil,,Rio de Janeiro,
90,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-05-01,"I stayed 3 nights with my boyfriend at Bertrand's house. Everything was as described; a very nice room in a nice house; everything was clean and we felt like being home. Bertrand was very quick in communication, very helpful and communicating. We would definitely stay again with Bertrand and his family! Thank you! :-)",8640013,2013-09-01,Simone, Germany,,Munich,
91,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-05-01,Great clean and private room. The host is very nice. I would stay here again. ,16322374,2014-06-01,Andre, United States, New York,New York,Brooklyn-based photographer.
92,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-05-01,"From my initial contact with Bertrand I knew that my stay would be special and that it was. Upon arrival I was met with a very warm greeting from Tony and Bertrand whom were both such gracious hosts. The room was absolutely awesome, great natural light coming through two windows, and there was even a desk where I could work. Their home was exceptionally clean and quite. Taking everything into consideration, I would highly recommend this location. It is very close to all freeways and DTLA is just a few minutes away. A++++",30764949,2015-04-01,Brooks, United States, Pennsylvania,Philadelphia,"Hello! My motto is: Maybe I'm amazed - Because I usually I am. I am a small business owner based in Philadelphia that moonlights for a commercial airline. I've lived all over and love travel, music, food and film. I've spent close to ten years living and working in Europe where I've made great friends in various countries. I'm a severe foodie that hopes to become a full-time vegetarian sometime soon and I am generally up for catching a band or film just about anywhere. I pride myself on being "
93,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-04-01,"The place wasn't hard to find, room was clean. Bertrand was friendly and hospitable. I have no complaints ",29292928,2015-03-01,Celiwe, South Africa,,Richards Bay,Blessed and highly favoured
94,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-03-01,I had a great stay. It was everything that I wanted. Bertrand and Tony were very helpful. I recommend it to anyone.,29037431,2015-03-01,Paul, Australia,,Griffith,
95,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-03-01,"Bertrand was a very nice And helpful host. He answered all of our questions patiently. 
It was a good start for our California trip ",25981453,2015-01-01,Friederike, Germany,,Tülau,
96,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2015-02-01,"It is a very educated family, and especially Bertrand have connected great. has been very helpfull, he has given me advice  about personal trainer, is very experienced and really loves his work, I am very grateful, we have stayed in touch. thanks for everything.",12345055,2014-02-01,Yacine, Spain,,Ibiza,
97,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2014-12-01,"what a lovely family! had a great time with Bertrand, tony and their son. they are such a friendly couple. the room was clean and tidied up. the neighborhood is quite and very close to a metro station. I'd totally choose to stay with Bertrand and his family. ",18488681,2014-07-01,Diego, United States, California,Los Angeles,"Accountant working for the entertainment industry in LA. Traveler, foodie and music addict."
98,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2014-10-01,Bertrand and his family were very nice. They cooked for me and I got to have a personal training session with him. Overall it was a nice long stay and I would come back again. ,21705493,2014-09-01,Russell, United States, California,Los Angeles,
99,3571986,33.9337575569,-118.263414036,"Los Angeles, CA, United States",2014-08-01,"I like value and that is what you will get here. Bertrand not only provided a pleasurable stay, but also connected me with some people he knew in my desired field (I'm looking for a career in LA). I knew what I was getting into with the area — it was actually close to a lot of spots I wanted to visit. The room and breakfast were as advertised. Bertrand over-delivered. How often does that happen in America? Thank you France. I can't say enough. My expectations were exceeded.  ",11791279,2014-01-01,Robert, United States, California,Oakland,
