,Unnamed: 0,review,rating
114,114,"Excellent Stay! What a delightful surprise to stay at the Monaco. We thoroughly enjoyed our stay. The room was very comfortable, lovely amenities, and friendly staff. Especially enjoyed the hour of indulgence!! Definitely will come back!",5
115,115,"Great location, helpful staff. My two kids and I spent four days at the Hotel Monaco while we walked Seattle. We stayed in a suite, so that my son got the pullout couch while I slept in the king-sized bed with my daughter. The room felt a bit small, but was okay for what we needed. On the negative side, the bath tub plug didn't hold the water in and when I pulled it out, there was hair hanging from it. The cleaning staff saw the plug and just dropped it back in the tub, didn't fix it. Also the one time I made coffee in the room (coffee is served in the lobby), the staff failed to replace the coffee and creamer. Minor glitches, but still room for improvement.The staff was happy to answer all our questions, very helpful.The restaurant Sazerac has fascinating decor, but the food was uninspired. We had one breakfast and one dinner there. The herb vinaigrette salad (with bleu cheese added for a dollar more) was very good. This is our 3rd stay at a Kimpton hotel. They're reliable. I always consider them first when we travel and if we return to Seattle, we'll definitely stay at the Monaco again.",4
116,116,"Good value downtown The Hotel Monaco in Seattle is a great option in this pricey area of town. Rooms at the W across the street were going for close to $400 a night. The Hotel Monaco was very unique, interesting and cozy. The bed/linens were top quality and the Aveda products in the bathroom were a nice touch.You're close to everything downtown and a quick cab ride away from nightlife and restaurants (we loved Lola!).The experience was quirky, luxurious and fun.I would definitely stay here again.",4
117,117,"smashing decor  If you like your hotel room expertly decorated with a touch of cottage-style whimsy and containing every reasonably-expected creature comfort, as well as service delivered with a smile, Seattle's Monaco is the place for you! At $242 per night booked directly from Kimpton's 800 booking number, the hotel is of exceptional quality and cleanliness. Although quiet at night for sleeping, the hotel is nicely located a 10-minute walk from Pike Place Market, as well as adjacent to and across the street from several excellent restaurants and many shops. One can even view the new Koolhaus-designed, architecturally-acclaimed Seattle library from the hotel's entry. The hotel is pet-friendly, conducts a wine tasting every afternoon, and has an outstanding New Orleans-style restaurant, serving small plates and entrees at reasonable prices. The Monaco doesn't ignore business travelers, either, as it has a staffed business center with several desktop computers, copy machine, printer, etc and also will provide, without charge, wrinkle spray and hand steamers for luggage-crumpled suits. There's no charge to check one's e-mail, either! The staff is the most thoughtful I've ever encountered; once the bellman even asked a passerby who stopped to smoke under the awning to move away from the hotel guests, as smoke was blowing in our faces. Also, on another occasion the front desk staff was dog-sitting a guest's dog behind the counter during the guest's absence. My only complaint: the menu outside the hotel restaurant listed grits on two of the breakfast entrees; grits are no longer served, a disappointment to a southern gal like me. Otherwise, an absolutely fantastic hotel with sterling staff!",5
118,118,"Fantastic Service! Stayed here for my girlfriend's birthday over a weekend in June. While the rooms were on the smallish side, they were nicely decorated and the bed was extremely comfortable. I had called prior to our trip to have the concierge make dinner reservations for us. I had casually mentioned to him that we were making the trip to celebrate her birthday and upon arrival in our room we found a compimentary birthday cake and bottle of champage. During our stay, the staff was extremely friendly, polite, and helpful. We found the concierge staff to be especially helpful. We are looking forward to another trip to Seattle and stay at the Monaco!",5
119,119,Worthy of T+L World's Best List We just returned from four nights at the Hotel Monaco Seattle and absolutely loved it. The room was very large (Mediterranean Suite) with a spacious bathroom that included a separate shower and very deep jacuzzi tub (big enough for two). The towels are fluffy and Aveda bath products are restocked daily. The location of the hotel is fabulous with Pike Place Market being a short walk in one direction and Pioneer Square being a 10 or 15 minute walk in the other direction. We had two meals at the restaurant associated with the hotel and were very pleased with both. One rainy night we decided to stay in and order room service dinner. Our meal was delivered quickly by a very friendly staff person. Everyone we spoke with at the hotel was helpful and very friendly. Ask the concierge to arrange a town car for transport back to Sea-Tac - much better than a cab and about the same price!,5
120,120,"fabulous for dog-lovers we just stayed at the monaco while seeing red sox games. front desk staff was super, and our room on the 11th floor was spacious and comfortable, with an excellent bed. if you travel with a dog, this place is great: when you go out, you leave your dog with the front desk staff, and they take care of fido! they obviously love dogs (the concierge has an adorable wheaton terrier named truman) and the dogs obviously love it!",5
121,121,"Fantastic hotel experience There's nothing I would change about our experience at the Hotel Monaco. We stayed for 5 nights and the level of professionalism was excellent. The room was large (by English standards) and the jucuzzi was enjoyable. We didn't think the room was garish - or the hotel for that fact. I had expected something very loud (especially after reading some of the reviews) but I was pleasently surprised. The staff and customer service were excellent. Upon arrival the hotel were hosting a fashion show and the atmosphere was fantastic. If we weren't so tried after our flight we would have stayed to watch. The hotel safes are free and were located in reception. The wine 'hour' was great and although we were only back in time for one of the sessions it was lovely to kick back and relax. We did ask for a goldfish upon arrival although one didn't quite make it to our room. We could have followed this up by asking again, but we were just curious and, as we don't have children, decided not to pursue it. I have to agree with someone else review that the goldfish toys were a little tacky.As for the location, it was excellent, although I wouldn't recommend it for those with mobility problems unless you plan to go everywhere by car. Downtown was approximately 10 minutes walk in one direction, Pioneer Square about 15 minutes walk in the opposite direction. The monorail is located downtown in the shopping centre/mall and is approx 5 minutes to the Space Centre (Space Needle, EMP etc). There are a couple of hotel restaurants located near to Monaco although we didn't try these. There are a couple of cafe type restaurants located a couple of minutes from the hotel for breakfast and lunch and a supermarket that stocked pretty much everything. One thing I will say is that there were 3 or 4 homeless 'panhandlers' located a couple of minutes from the hotel. Although they didn't bother us we did see one physically grab someone walking by (although they were shrugged off and he didn't procede any further) and another tried to grab someone's bag. We were told (whilst in Vancouver) that the downtown area is notorious for people snatching women's bags. It's something that happens in all cities, so you just have to be as aware as you would be at home. We were able to walk from the Space Centre to Queen Anne's District although this was a bit of a hike, but one we throughly enjoyed. If you get to Queen Anne's try and get up to Millionaire's row around 6th or 7th Avenue (well it was 6 or 7 blocks walk) as the view is wonderful. We paid for a city pass which was only worthwhile if you manage to see most of the sights. We wouldn't recommend the EMP (Experience Music Project) which was quite expensive for what you got. We did take the 1 hour harbour cruise which we thought was worthwhile as we picked up a bit of history on Seattle. The restaurant next door to the hotel was convenient and although it's not in the hotel there is a connecting door so it feels as if it's part of it. We both agreed we had pretty much exhausted Seattle in the time we were there - but we were on foot since we didn't want the expense of hiring a car and dealing with traffic on the 'wrong' side of the road.I hope this review gives you some idea of the hotel and Seattle itself. If you decide to stay at Hotel Monaco, we hope you enjoy it as much as we did.",5
122,122,"Hotel Monaco - Great Location and Service The Hotel Monaco is centrally located and provides excellent service. I recently stayed there from 4/23-5/1. When we originally checked in, there was a slight problem as we were informed that though we booked two queen beds via expedia, they had us in a room with one king bed. Fortunately, a fellow guest was also checking in at the same time and we swapped rooms. For future reference - if booking via expedia, I would recommend double checking with the hotel to ensure that you receive the correct room. The staff also stated that sometimes it is better to book through the hotel directly as they will match online rates. Additionally, the concierge (Marco) was very helpful. On Sat night, we called Salty's to make reservations for brunch the next day and were informed that there were no seats available. The following day, the concierge called the restaurant a few hours before we wanted to dine and was able to book a table for 5 that also had a great window view. The hotel is only a few blocks away from the Pike Place Market , the Seattle Art Museum, and the shopping district, and within walking distance of the Space Needle, Experience Music Project and other attractions. Ammenities and services provided by the hotel include: a pet goldfish, wine tasting and also a yoga mat that you can use in your room. If in Seattle, I would also recommend taking a helicopter tour of Mt. St. Helens via the Hoffstadt Visitor's Center.",5
123,123,"A fabulous gem I have stayed at other Kimpton properties in Chicago and San Francisco. The Hotel Monaco is the best yet. The staff was friendly, attentive and helpful without being in the way. The hotel was clean and well maintained in both the rooms and the public areas. The rooms are comfortable and the beds and linens very cozy. Room service was prompt and the food was excellent. I have stayed at more expensive hotels in the past - Ritz Carlton and Four Seasons - and this property was as good if not better than some of those. If there is one drawback, it is the size of the fitenss room, however, I used the hilly terrain of Seattle as my workout room.",5
124,124,"More than OK Last year I stayed at the Fairmont Olympic in Seattle; the Monaco gets close. Whereas the Fairmont is all about grandeur, the Monaco is smaller, cosier and more personal. Staff is very friendly. My room on the 10th floor was spacious, quiet, and well-equipped. Large bathroom with Aveda products, king size bed with lovely pillows...and the possibility to get a *real* goldfish in your room during your stay. The hotel is well located for shopping and entertainment, the bar/lobby is lively and there is every week a free wine tasting. No doubt, a good choice for your stay in Seattle, whether on business or for leisure travel.",4
125,125,worst nights stay one of the worst nights ever at first our room was across from elevator and we did not want to listen to the ding when the door opens. we asked for another room we were given a 3rd floor corner on the street side. view of market and closed down theater. was woken by drunk and disorderly people on the street. bed was so uncomfortable must of been the original mattress from opening day. If was the worst night I think I have spent in a hotel. Staff did not care to listen to our complaint and charged us full price anyway. We traveled with another couple and they were on the 5th floor two floors above us and had the same problems.,1
126,126,"Ugh Well where do I start? HORRIBLE!. Okay the location was good and the restaurant was superb. Ralphs market was across the street and great as well as Dahlias restaurant. As for the hotel itself. We arrived there an hour early and were punished. Desk Clerk had something to say about our New Yawk accent. We were then punished by being given a handicap access room that had no bathtub. The room was drafty and it faced the parking lot and construction site which was noisy. The bed and the bed linens looked and felt like they were from the original days of George Washington. Shabby and nasty. The tv was antiquated, the stations limited. No fridge, small towels and never enough of them. Parking was almost 30 dollars a night and internet was exorbitant as well. The pool was nothing to write home about and the fitness room was .,. limited as well. all in all i would say that if it were the last hotel in Seattle I would sooner camp out.",1
127,127,"Disappointing Amenities Part of the reason we selected the hotel was because it advertised having a pool and hot-tub. The Pool ended up being so dirty that the sides, above the water were black with grime and people had taken to scratching profanities into it. Otherwise the rest of the pool had dark dirt stains covering the bottom and sides.The hot-tub was luke warm at best and just like the pool it was filthy. We informed the desk about both the pool and the hot-tub and they stated they were cleaned regularly and were operating as they should. These statements indicated to us they did not care about what we thought once they had our money.A further complaint was the difficulty in finding information related to their parking accommodations which turned out to cost an additional $27/day.The rooms themselves were adequate although the marble in the bathrooms could have used a thorough cleaning as they had dirt and rust stains.The best part about the hotel was the location as it was in walking distance of the Space Needle, The Public Market and for us Qwest Field.This hotel is good if you are just looking to catch some sleep but you do not worry too much about quality. If you want to soak in the hot-tub or swim in the pool at the end of a long day look for other accommodations.",2
128,128,great hotel and location a great hotel with a fantastic location.stayed on the 9th floor with a space needle view.clean spacious rooms with a superb view.staff were very friendly and chatty.breakfast in the restaurant was very good as was happy hour from 4pm to 7pm in the bar.10 mins walk to space needle and 5 mins walk to macys and the shops...i cannot fault the hotel over my 4 night stay......excellent..............,5
129,129,"Dirty, Shabby and they did a bait  This is a bait  switch type of place.We stayed there before our cruise to Alaska, and I called from Pennsylvania to verify non-smoking.The staff would not listen when I said I refused to stay in his horrible smelly and dirty room. The lobby was also dirty, and they cannot accommodate a group of people before a cruise.About 4 hours later, after they sent a man with a can of spray to remove the smoke???? really a can of spray???? YES!, and I refused to stay there, they found a room with 8 spotlights in the ceiling, no towel bars on the 2nd floor that was non-smoking.I wonder what this room is used for during other times, because no other hotel room has 8 spotlights pointing to the bed????Perhaps the police needs to know about this place that has 8 spotlights pointing to the bed???!!!We had to move our things ourselves after fighting with them for hours. And the consierge gave out bad advice about what time to leave for the ship. They said they have a smoking floor for over 20 years, and there is no way they can remove the smell of smoke from a room.I said I called long distance from Pennsylvania a week before the stay, and they said no problem.Don't waste your time or money by staying at the Warwickand they do nothing to help you. if you want a great place try the Doubletree Suites at Seattle, WA SEATAC near the airport for a large room with great accommodations and a great staff and they have people in the lobby to print your airline boarding passes with complete gracious, efficient staff for everything!",1
130,130,"Be sure to get a high floor Got a room on the 3rd floor... checked in around 2100h, so options were limited. Room balcony was across from Cinerama and crowd was noisy (Indiana Jones' premiere).Very cramped lobby but free WiFi around ground floor, but not in hotel premises.",3
131,131,"Decent accomodations, no stand-out service       Seattle Warwick",3
132,132,"Good hotel. Luxury? Not so much. We chose the hotel due to the excellent location in Seattle. I booked by contacting the property directly and had a wonderful first impression of the service. I also called back to verify that I advised of a late check-in and was once gain spoke with a courteous property representative. The hotel recommended a terrific sedan service direct to the hotel (complete with mini tour of the city). Check-in was effortless and the room request was honored as booked. We requested an upper floor (needle facing) and frankly am glad we had the booking. At 0600hrs there were a couple of folks in a theatre entranceway across the street from the hotel whose voices were amplified in the entrance, we could hear them on the 15th floor. Gilcrest and Soames toilettries were a nice touch and other room features are frankly forgettable (for a property considered to be 'luxury.)The view was nice, breakfast was great, fast and friendly in the dining room and the complimentary business center was a G*dsend (since I forgot my Seattle maps). One may come across websurfers monopolizing the computers, so get there early. For those familiar with Ralphs grocery in California, sadly the one across from the property is not the same. We reserved our walkabout for the next day in daylight, as the area has some sketchy elements if one is not familiar with Seattle. We'd stay there again.",4
133,133,"Nice stay Stayed here the night before our cruise.We choose this hotel by the price and walking distance to the pier.Nice room with great view of Space Needle, clean and comfortable, very nice toiletries available to guests.All we did was sleep, shower and leave so can not review the other options the hotel has to offer except the lobby looked bright and inviting and the doorman was very helpful to us.I do feel it was too expensive but then any hotel we looked for in the pier area was too expensive.Easy walk to the pier and many places to eat along the way.",3
134,134,"Great location - they need to internally upgrade to take advantage North end of downtown Seattle, great restaurants nearby, good prices. The rooms need to be updated, literally thought I was sleeping on a 1970's bed with old pillows and sheets. Net result is a bad nights sleep. I would stay their again for the location but that is it. Staff is very friendly also.",2
135,135,"Nothing Special but great location... As a travel agent myself, I booked my group at this hotel for both the a pre-cruise stay and post-cruise stay. My room faced the Space Needle on both stays making for a great view. I have to say that this had to be the loudest, noisiest hotel room I have ever stayed in anywhere. My 1st night there, Sept. 12th, the city was doing road work on one of the cross streets until 1pm, then at 3pm drunk neighbors were yelling off their balcony to the street people partying in the parking lot below. Doesn't make for a good nights rest after flying for 4 hours and checking in at 10:30pm. If you are a light sleeper (or if you have any problems with night noise), request a back room that faces the back streets and not the space needle. The lobby is so very small so when you have a lot of rooms checking in/out at the same time then there is no room for people to even move at the counter with luggage. I find that this hotel is sold-out often so getting early check-in is hard. I found the rooms to be nothing but standard. I wouldn't consider them anything near 4-star, nor the hotel for that matter. I have stayed in numerous hotels around the world from 2-star to 5-star and this one I ranked as just a room to stopover at prior to the cruise. The room was clean, bathroom was clean but nothing to write home about. The one major thing that the Warwick has going for it is it's location! You can walk to Pike Place Market as well as many places to eat like MaMa's for Mexican.  The bellman - Joe, at the Warwick was the best employee that we encountered there. He helped us with informing us with which bus numbers to take to go down to Pioneer Sqaure (there's a free city bus that stops right outside the Warwick that goes to Pioneer Sqaure). He also set up our car service back to the airport for us without even being asked to. Just left us a voice mail in our room saying what time they would pick us up in the morning. It's cheaper to take the car service than a taxi so the hotel can arrange that for you. I did eat 1 meal at the Warwick and that was breakfast, it was fine. $40 for 3 people and all I ordered was the blueberry pancakes. If time had permitted I would have walked to Pike Place Market and ate down there. Bottled water in the room is $4 so run across the street to the grocery store and buy it there, it will be cheaper for you. There is no safe in the rooms and they charge I think $11 per day for internet service. Parking is $26 per day at the hotel unless you get in on one of trhe Weekend Specials. If you have a group going to Seattle, we used Shuttle Express and set up a private city tour for 3 1/2 hours and they took us all the places we wanted to go. It was great and they picked us up right at the hotel. Got a really good rate and by having the private tour we didn't have outsiders with us so it made it a lot more fun.",2
136,136,We haven't even stayed there yet and have been treated like dirt! I just booked our room on hotwire and was disappointed as soon as I saw the hotel. It looks old and not well kept. I called to see what type of room we would be receiving and the operator treated me like I was a homeless person begging for a room instead of a paying guest. I am absolutely sick that we are now stuck at this hotel.,1
137,137,Great Room and View!       Space Needle View from Balcony,4
138,138,"Didn't sleep a wink! I am a business and a for pleasure traveller, have stayed in many hotels around the world from Hostels to 5 Stars, so this will be a very honest review. I am in my hotel room right now at the Warwick writing this review with red eyes because of the lack of sleep I got. Despite the fact that I reserved the room on the Warwick Website about 2 weeks prior to my stay and requested a High Floor Room, Away from the Elevator....I received the complete opposite. Third floor room, right in front of the Elevator. It was like they didn't even read my request. Upon arrival the Receptionist did look for alternate rooms for me, but said there was absolutley nothing...which is funny because I hopped in the elevator with someone who just checked in about 4 hours after me and they pushed the 10th floor. Don't know how they didn't have any higher rooms... Needless to say the noise in the city is horrible...buses going by every 5 minutes, the elevator doors shutting, opening and beeping constantly...Other things that bothered me: Shower has no pressure, it was like being spit on. Nickle and Diming of services such as parking for $27 a day! and $11 a day for Internet. Beds are old and bedding is old and uncomfortable. Sheraton standards are much better, if I were you I'd spend the extra $50 per night and stay there! Service was just ok. Didn't feel special, but didn't feel like they were rude either. The only good thing: location. Pretty close to everything. Otherwise, like I said...stay at the Sheraton or Marriott.",2
139,139,"Just a Tourist We have always enjoyed the US, but sadly whilst this is a lovely Hotel, it was our worst choice on any tour of the States.We arrived late, and as a courtesy we readvised the hotel.Upon arrival we were just treated a 'nothings' off the street, and sent to a room. Literally.We had problems with the switches in the room, and were told that is the way it is.I could not recommend this hotel, even for a stopover.",2
140,140,"Warwick has many advantages The Warwick is a good mid tier hotel, we like the location, the balcony doors open - fresh air, even though a bit noisy with the firehall a few blocks away. Exceptional food and service in the dinning room , breakfast and dinner. Entertainers in the lounge in the evening add to the enjoyment of sharing some fine spirits. Grocery store accross the street and Dahalia's one block waay. for lunch or dinner, fabulous desserts. Pool area could use an upgrade. The front desk staff need to smile a little, it goes along way, take a clue from the food service staff.",4
141,141,"The Warwick,Seattle       view from our room",4
142,142,"new york,ny the food was fantastic,the staff very helpful only complaint I asqued for two beds and got one and my view was the wall to the parking lot. p.s. this complaint has nothing to do with the hotel only the neighborhood, I'm from new york and I'm used to deal with every nationality but I had the desplausure of meating(not all)but the most recist people in my life",3
143,143,"Good hotel, good value, great location. Just got back from a weekend in Seattle at the Warwick. Took the grayline airport shuttle and it dropped us off right in front of the hotel. Also picked us up for our return to seatac. Our room had an incredible view of the city skyline, was a fairly good size, with a nice size closet and plenty of drawers for your clothes. Also had a good size desk to work, but the wireless internet was not free and the signal was very weak. The location of this hotel is very convenient, within walking distance of nearly all the sites; pioneer, safeco, and qwest being exceptions. Ralph's grocery across the street was a great added feature, as was dahlia's bakery. It looked like the hotel was on the edge of a transitioning neighborhood, but we never felt unsafe. Walking north of the hotel after dark made me a little uncomfortable, but walking south towards the main shopping district was great with plenty of others out walking. This hotel seemed more European than American. Overall, a great experience. I can definitely recommend the Warwick when travelling to Seattle.",5
144,144,"Not impressed! We booked this 4* hotel on the strength of the recommendations on trip advisor and boy were we disappointed! All our previous selections had been a great sucess, so we thought we'd increase our budget slightly and stay here for 2 nights on our way home. We were travelling with 2 small children (57) so booked one room for us all.The lobby of the hotel is small and gloomy with 2 inconvenient steps down and this just about sums up the hotel. We received a lukewarm welcome at check in (early evening) and a very weak offer of help with parking and our luggage. The room itself was dark with 2 very small double beds, but a view of the spaceneedle. The bathroom was dated (compared to other hotels we had just visited), a pretty pathetic shower and a hole in the ceiling.We asked at guest services for recomendations for children friendly restaurants and the staff shrugged their shoulders until a member of staff called Dave came to help us. He was the most helpful member of staff we came across our entire stay! He gave us directions  even advised us on portion sizes. The other times that we contacted front desk/guest services (very difficult to tell them apart) we were met by unhelpful  unknowledgable staff for very straightforward requests verging on the sarcastic and rude. We enquired about other breakfast restaurants, whale watching tours and pottery barn locations) and we ended up doing our own research and bookings. The standard of housekeeping was not as good as it should have been - the maid didn't remove or replace dirty cups  glasses and wanted to get in our room at 8am on the day we were checking out.We only ate breakfast only once in the hotel, and the waitress (a mature lady) started off by giving our children (who were sitting quitely) a lecture about behaving and being good for their parents. Slow service given a nearly empty restaurant.The hotel is located centrally and we were able to walk to places, but the parking is $27 a day for guests which we thought pricey. We were also told by the front desk that internet access on our laptop was free, but at checkout $11 per day had been added to our bill. When I questioned this, I was told that as I had been 'miss told' they would remove it, but I was made to feel pretty bad about it.Overall, its a dark, dated hotel let down badly by the unhelpful and rude staff. We couldn't believe all the previous excellent tripadvisor reports!",1
145,145,"Great stay at the Warwick We, along with another couple, stayed at the Warwick for 4 nights from 18th May. We had a room with a city view which was very comfortable. The staff were helpful and check-in was easy. The location is very good, within walking distance to shopping and Pike Market. There is a very nice grocery store across the road which is open till 2am and sells everything, even Australian wine. We ate one night in the hotel restaurant. Enjoyable meal. Would definitely stay at the Warwick again",5
146,146,"The Warwick in Seattle adventure Great location which was close to everything.The room was very nice, well maintained and had a wonderful view of the Space Needle.The Business Center was very convenient.The Staff was very courteous and made us feel welcome.Will stay there the next time that we are in town.",5
147,147,"pretty good I stayed at the Warwick in January, on the 19th floor. I had a great view of the city, especially at night! In response to earlier reviews saying the rooms were drafty and cold, I had absolutely no problem with that. If there is one thing I will say about the room, it's that the heating was excellent!Rooms are a little outdated and mine was pretty small, but they're comfortable and clean, so no complaints there. This hotel has an excellent location for many local sights, great restaurants and pubs within walking distance as well.The staff was great and helpful with whatever I needed. Did not use the pool or fitness center. I would have liked to have used the business center, but it was always full.My only complaint was that the food I got from room service had a hair in it. It took awhile for room service to take my order, but the delivery was fast. Nice stay at the Warwick, would stay again.",4
148,148,"below expectations There is nothing really seriously wrong with the hotel, but it just doesn't have any wow factor. Positives: Location is great for exploring the city (sight seeing, shopping, restaurants/clubs/bars), concierge was helpful. Deluxe room was big with a good view (18th floor). Negatives: Decor is very plain, nothing special, worn out. Instead of duvet there a blanket placed between two sheets, swimming pool is very very small but also very very dirty, stuff at reception desk doesn't seem to be happy to work there so you also don't get any feeling you came to a good placeRegarding the price we were paying (from 200 to 260USD per night) we expected a bit more. Didn't get it...",3
149,149,"Perfect I don't typically write reviews on sites, but I saw the last one and wanted to update it...I am physically writing from a room on the 16th floor of the Warwick hotel, visiting here from Hollywood, CA. I've stayed at a couple of hotels during this visit, and I have to say - this is extremely nice.I wanted to comment on the noise comment - I have to say, I think if you're familiar with city noise, this place is actually very quiet. I'm (again) from Los Angeles, so maybe my perspective is a little different, but it's actually a very quiet part of town. There is some construction going on about a block down, but it's during the day and not loud at ALL. I can't hear any of the other rooms, and the heater makes.. Well, the noise a normal hotel heater would make. It's within walking distance of the Space Needle ( and the museums around it), as well as Pike Place Market (and the waterfront). There is a very helpful store right across from it that stays open until 2 AM.. There's also constant cabs waiting outside the front lobby for when you want to visit other parts of the city. Also, if you have the opportunity - and no height issues - I would suggest asking for one of the higher floors - the rooms are all the same up until the suites on the top floor, so it's not pricier to ask for one. The view from either side is amazing - you can choose to have a view of the Space Needle, or of the city (I suggest the city - GORGEOUS).The staff have all been incredibly nice and helpful, and the room is exceptionally clean. Would totally suggest it to anyone!",5
150,150,Noisy The hotel is well located within the downtown core but the traffic and street noise is very loud. We were on the 7th floor and could hear people talking on the street across from the hotel. City buses just waiting at the bus stop could be heard running in the room all night long. Parking was expensive and there was no elevator in the parkade so if you have any mobility problems you need to use the valet parking.,2
151,151,"They made it a special memory I am amazed at how special they made my mom feel. When I booked this hotel, I told them it was for my mom's 60th birthday, and asked simply that someone wish her a happy birthday. Much to my surprise and delight, they did so much more. When we arrived, I was told that our room had been upgraded to a room with a view of the Space Needle - it brought tears to my eyes. Last time we came to Seattle, we stayed at The Fairmont - and while it was nice, it wasn't too special in any way...just nice. This time...well, I'd lost my job earlier this year, so The Fairmont was out of my price range, and the reviews on The Warwick looked like we would have a nice stay; but that was all I was expecting as well. What we experienced was phenomenal - the front desk clerk Lisa Smith not only secured us an upgrade, but when we returned late at night from a day of shopping and a nice dinner, there was a champagne bucket with Martinelli's sparkling cider and two glasses waiting in my room; she also said Happy Birthday on a note, and we found an accompanying cheese/fruit place set beside it as well. Blew me away. I would not hesitate to recommend this place. It is a little older, but it is in a terrific location (amazing restaurants surround it, and two blocks from shopping, plus the new Indiana Jones movie was playing across the street), everything is really clean, with hints of modern furnishings to update it - and of course, most of all, their personal touch made my mom's 60th a memory for us both to cherish. Location location location, tidy, and personal touches; what's not to love...especially when they make your loved ones feel important!?!",5
152,152,"Too Much Traffic Noise I attended a conference and stayed at this hotel for three miserable nights. The lobby and dining areas are fine. The rest of the hotel needs a lot of work. I had a room on the quiet side of the 12th floor. Unfortunately, I don't think there is a quiet side of the hotel. As previous posts mentioned, there was a continuous draft through the sliding glass door since it wouldn't close all the way. I asked to move to another room and was told that all the nonsmoking rooms were booked. The room was so loud from buses and other traffic noise that it sounded like a freight train was going to come through the wall at any time. I've stayed at a lot of hotels on business trips and this was by far the noisiest. The towels and sheets were threadbare. The heater roared loudly, and the room was either hot from the heater or cold from the draft. The conference facilities were drafty and the food was average. The front desk staff had a pleasant appearance but did not seem interested in providing any assistance with dining recommendations, transportation, directions, etc. I asked the bellman for directions to a restaurant and he sent me down the wrong street. This is not a hotel I can recommend for any type of group.",1
153,153,"Watch out for this one! The previous positive reviews must have been from those who were given OUR room. Just hope that you get there to get a room ahead of someone else!We booked this hotel through Hotwire, which was misleading, as it listed this hotel as a Pike Street Market hotel. Not so: it is 5 long city blocks away. It also lists as a boutique hotel which is to make it sound quaint, I guess. Translate it: Old and unrelenting.We called ahead because we specifically needed two beds for medical reasons. I even checked in early to secure a room. I was told by a counter help that your room is locked in for the 14th floor and two beds. We returned at 6 p.m. to be told that because of increased business, our room had been changed to a room with one king bed (very, very small) and a lower floor.Now: I had been told to check in early and that I would get a higher floor room with two beds. Not so. To say that I have a room locked in and then to DOWN GRADE me, is inexcusable. I only regret that I didn't wear my new Trip adviser bill hat! The front desk was very, very rude; cutting my sentences off midway to tell me that it didn't matter what I was told, a crowd had come in and they sold my room. I spent a SLEEPLESS night on a lower floor next to my husband who needed his own bed. How rude. They weren't even apologetic. It was ridiculous. I will never stay here again. Beware: some rooms are very small and outdated and the pool smells like mildew. Seriously. I was basically told because I booked through Hotwire, I wasn't a preferred customer! They don't realize the power of Trip adviser! My recommendation: Save your money! There are several better hotels nearby who appreciate your business and will work with you. It isn't that great of a location, and certainly not worth being treated as if I were pond scum because of using Hotwire (as if people who saved money were stupid). Take my advise: spend your well earned money at King's Motel (1/2 block away) or at the Sheraton or Weston. It was a real bummer staying here!",1
154,154,"Absolutely no complaints! We had researched several different hotels before deciding on the Warwick- we chose it because of the affordable price and location in the city. Upon arriving, we were very pleased. It is in a prime location, a short walk from the market, and very close to shops and restaurants. Our room was spacious, very clean and it had an amazing view of the Space Needle. The bed was unbelievably comfortable. When we were checking out, we noticed we had been charged a fee for using the internet (we had never used it). We notified the people at the front desk and they immediately fixed it, no questions asked. They also offered to get us a cab even though we didn鈥檛 need it. An overall, very satisfactory experience.",5
155,155,"Nice Hotel but.... This is a nice classy hotel which my company booked for me. It has a nice restaurant and the rooms are very comfortable and spacious. If you have the money to spend, this would be a great place to stay. The only thing I did not like about this hotel is they make you use their wireless internet service which you have to pay for. If you have dial up capability, it will work for a while, once they learn that you are using free dial up, they will but a block so you can't dial up. Majority of the staff is nice, but when I stayed there, the person who checked me in was absolutely rude. Check out was very smooth and the Grey Hound Bus stops right outside the hotel to take you to the airport...for a fee of course.",3
156,156,"Great Location  This was our second time staying at the Warwick, the first time we stayed here was a few years ago. Reading the other reviews, I definitely have to agree with alot of them, the hotel is starting to show its age. The location is great, and with Ralph's Grocery Store right across the road, its so convenient! The service there is decent but wasn't memorable. This time we were on the 7th floor and it was so noisy. We were woken up a few times during the nights by so many loud sirens and outside noise. I know this is downtown Seattle, but I never experience it this bad when staying at the Warwick on a higher floor and when staying at Mayflower Park a few blocks down. The room was average, could use renovation. The water pressure in the shower was terrible! Perhaps it was just the floor? I love the restaurant they have there, its such a great place to have breakfast! Excellent service! I would stay here again despite of the noise and the rooms showing their age... but I think next time I'll try another place.",3
